nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
Zosma06g01190.1,2738.4999999999945,1805.0846658059945,31483.000000000004,3.142806518801907,0.21544641226949102,12.816701144041474,2941.318454367021,2942.149687520359,405.4851025775424,737.9564381153232,1805.0846658059945,3677.310976796182,31479.857193481203,8656244.783776145,2939.3545386808587,1469.6772693404293,1.074061878534609,0.9520376817492957,0.24802923666469562,1
Zosma02g21920.1,1511.2500000000011,1051.8498003309119,16219.000000000002,0.5135762143109935,0.2587262200165424,11.479598313394977,1631.3605518094396,1632.056376346011,214.3221800052047,372.7388995878967,1051.8498003309119,2017.1600694323095,16218.486423785691,2663608.015571672,1644.4211698444128,822.2105849222064,1.0794776190633173,0.844816676165562,0.24524469264704352,1
Zosma05g09140.1,1712.4999999999975,1247.672222376004,10045.064271205803,0.5684902390450213,0.24642335766423393,11.414426490896531,1658.773115890175,1659.4286279157186,280.5659292602476,524.8222163702485,1247.672222376004,2312.251953176184,10044.495780966758,2753703.3711462445,1787.4297368059356,893.7148684029678,0.9686266370161619,0.8406715297671291,0.2543339761206787,1
Zosma03g28960.1,1402.4999999999986,869.1467248823601,49729.0,1.1140863574525959,0.2381461675579325,10.352535482862814,2160.478245666917,2161.557136243859,194.6023503846165,368.36942938074225,869.1467248823601,1704.533188482119,49727.885913642545,4672329.253246753,1336.1637591013766,668.0818795506883,1.5404479469995858,0.7406044604068642,0.22713880973363748,1
Zosma01g04290.1,3246.7499999999945,2253.512558713699,41812.0,2.27920618110076,0.2319242319242323,14.954119183780103,3545.7305488432135,3546.515610415735,570.8467355100668,951.9518833172681,2253.512558713699,4141.945497324096,41809.7207938189,12577772.974922493,3189.9936140068285,1594.9968070034142,1.0920861011298126,0.840366261003959,0.22380205189812463,1
Zosma06g09050.1,2084.999999999997,1310.989280169219,73441.0,0.015397252214785627,0.2513189448441251,13.349625066564528,3102.39971634862,3103.3869557423754,286.54903025717033,515.1777640589639,1310.989280169219,2661.908988443214,73440.98460274779,9631010.597071929,2146.7312243842503,1073.3656121921251,1.4879614946516186,0.7484632451634108,0.24848514245145634,1
Zosma05g17690.1,2320.4999999999955,1551.4552852995384,20286.999999999996,0.0,0.2542555483731959,13.799438289649505,2387.7341246462092,2388.4089117515687,426.7678649997661,696.5991984886368,1551.4552852995384,3066.4638133854205,20286.999999999996,5704497.129734313,2369.8646148967837,1184.9323074483918,1.0289739817479913,0.9662441560335866,0.2352766402972893,1
Zosma1198g00020.1,428.75000000000017,275.7758903380248,2255.9382415885193,2.8193996352608854,0.24489795918367338,5.668973556849785,415.6303947018313,416.2917004417551,86.53111741779301,129.0482392116127,275.7758903380248,601.7323567349048,2253.118841953258,173298.77985668796,472.6841175232921,236.34205876164606,0.9694003374969822,1.1041596929289832,0.2535734092358313,1
Zosma25g00020.1,2590.9999999999927,1810.790788236572,37975.0,0.18643249512934087,0.2609031262060988,14.99691836942699,2757.1530606769,2757.8330836396826,458.14991174371465,774.9329836541118,1810.790788236572,3531.347136029289,37974.81356750487,7605643.3172175605,2756.414152375177,1378.2070761875884,1.0641270014191075,0.8489291612688421,0.25378061284447523,1
Zosma01g17430.1,3068.999999999995,2002.5754382057812,41884.0,0.6233264476390102,0.26458129683936177,16.59386049529772,3317.089989734978,3317.7710471263526,524.2179648091371,895.0925766393261,2002.5754382057812,4083.9263846923754,41883.37667355236,11007604.721149895,3188.8338080530493,1594.4169040265247,1.0808374029765342,0.9644820295147465,0.23972279562543233,1
Zosma03g20330.1,2630.999999999995,1724.4175371266508,22980.999999999996,0.4701375261383411,0.23261117445838128,13.622054703500384,2894.4179034824942,2895.206465792039,379.5734880645847,704.8389984589535,1724.4175371266508,3508.6335206520853,22980.529862473857,8382220.479564029,2803.794522193132,1401.897261096566,1.1001208299059293,0.9396526276829954,0.23939798931715905,1
Zosma04g09520.1,1095.7500000000011,723.3976234566167,22052.25,1.6999726058050237,0.33310517910107196,12.637600798676726,1353.099913162365,1353.7181905138725,164.97372285108952,280.486431861043,723.3976234566167,1518.6538267671203,22050.550027394194,1832552.9393281534,1238.1673949060773,619.0836974530387,1.234861887439985,0.8255540620200397,0.26382926961786485,1
Zosma04g23260.1,796.7499999999999,553.3376536141012,14762.25,3.5234549779991213,0.2422340759334798,7.778791244881691,965.1358065060066,965.9703382715305,115.05131290965546,251.91719072044074,553.3376536141012,1040.958896631255,14758.726545022,933098.6944204151,789.0417059108141,394.52085295540707,1.2113408302554212,0.7566158402114483,0.22848263572131935,1
Zosma01g24080.1,1993.4999999999982,1204.7564058950659,14887.0667193965,1.2344305692233626,0.24579884625031373,12.5261210041474,2149.457896773044,2150.1893781271347,307.2304136454302,555.321901929463,1204.7564058950659,2635.9457899033564,14885.832288827276,4623314.361810753,2080.6238879738935,1040.3119439869467,1.0782332063070208,1.100850026356502,0.22170863262462331,1
Zosma06g21210.1,690.5000000000002,446.2684473725975,5663.602838638268,0.18005251290298316,0.21723388848660383,6.522343049691882,737.8375498712436,738.6587382721706,100.14067083734471,160.87429903600133,446.2684473725975,970.958902385719,5663.422786125365,545616.7316258351,810.0846033497178,405.0423016748589,1.0685554668663915,0.9930297773677513,0.2574059865244012,1
Zosma02g14290.1,1131.5000000000002,801.1730675823483,33856.0,6.506171932349017,0.24922669023420232,9.564069343464375,1548.6688638957005,1549.5849650488112,162.60327780916677,331.28169485191046,801.1730675823483,1550.827471144631,33849.49382806765,2401213.5639053253,1219.5457762927206,609.7728881463603,1.3686865787854177,0.6398919874711811,0.24779750584427288,1
Zosma01g23400.1,3436.0000000000055,2336.254769763661,47593.00000000001,0.0,0.23981373690337565,15.928027717188087,3693.1634136604353,3693.9106394472747,545.1503460107049,1040.1683813269144,2336.254769763661,4645.458728223965,47593.00000000001,13644975.812221773,3605.2903468970508,1802.6451734485254,1.0748438340106024,0.8933359619305432,0.23691536107273042,1
Zosma05g23610.1,2819.499999999998,1959.942829807595,28403.31451080806,7.369705911575087,0.24188685937222928,14.670728706741361,3124.0661404650186,3124.8298774622403,408.4151796601137,699.3366591628424,1959.942829807595,3877.0583718311414,28395.944804896484,9764561.76308068,3177.721712668299,1588.8608563341495,1.108021330187984,0.8254215482753426,0.2626042907879329,1
Zosma03g19630.1,1838.2500000000011,1294.3185388152494,10836.450168827032,1.7609050109538351,0.2366381068951447,11.462036376951875,1862.5384559788286,1863.252482631847,302.836153512882,517.0681672710552,1294.3185388152494,2535.24898276039,10834.689263816079,3471709.8140337416,2018.1808154893347,1009.0904077446673,1.0132128143499672,0.8761131230961299,0.24639651652913222,1
Zosma06g25300.1,3521.750000000001,2280.1440601163226,41836.0,3.826105678734353,0.23766593312983597,16.098491586298547,3835.6562508911034,3836.420249753554,508.98075834199614,914.7972226129993,2280.1440601163226,4946.4549387718735,41832.17389432126,14718120.332719121,4031.657716158874,2015.828858079437,1.0891335986061197,0.9711031375102191,0.24931235280498293,1
Zosma02g07490.1,1208.499999999999,737.4693566593826,24336.0,3.5181414614232263,0.25651634257343836,10.293128440428847,1552.3795444413713,1553.2148307780792,179.0242380513817,299.1120269759838,737.4693566593826,1541.3515598010645,24332.481858538576,2412476.310548977,1242.2395328250807,621.1197664125403,1.2845507194384547,0.9102747682303138,0.23166447870838686,1
Zosma04g17210.1,2633.749999999992,1747.250667514934,62059.0,3.608422945636172,0.23882297104888542,13.868213026680154,3150.193466281079,3151.0285076386963,420.68399906735283,763.8389743902959,1747.250667514934,3621.111311344561,62055.39157705436,9928980.65595175,2857.272336954265,1428.6361684771325,1.196086745621676,0.8442332275531033,0.25029231203188645,1
Zosma04g04650.1,2730.7500000000055,1852.8408329454414,34410.25000000002,1.1953664711952,0.225945253135585,13.418037350901907,3041.647353819967,3042.4693096122496,452.556674937931,780.7506768778554,1852.8408329454414,3605.611691385966,34409.05463352882,9256619.49993244,2824.8610145081107,1412.4305072540553,1.1138505369660208,0.8658885119788875,0.23950664821079665,1
Zosma05g25880.1,2733.9999999999973,1831.8831354324795,36458.99999999999,1.201671793180156,0.2516459400146308,14.98089575961242,3071.6793452442266,3072.4237241101746,443.18078555841174,724.9867816576962,1831.8831354324795,3712.7165035836542,36457.79832820681,9439787.540475033,2987.729721925958,1493.864860962979,1.1235110992114958,0.8810654659942616,0.25810220210706336,1
Zosma01g31810.1,2145.0,1495.0503102589641,31212.999999999996,10.748265088433492,0.23682983682983683,12.413724752413065,2345.0846466599023,2345.8544102278715,338.65652788747167,574.4703105052226,1495.0503102589641,2912.1222473526855,31202.251734911562,5503032.913985555,2337.651936847463,1168.8259684237314,1.093279555552402,0.8314621273906988,0.2613430761115316,1
Zosma06g16040.1,1472.7499999999993,952.0726889108026,16975.181377925135,0.1305709154108994,0.2722797487693092,11.880275527227205,1615.7060763022455,1616.3780272883764,246.17902663284642,439.54639739557524,952.0726889108026,2021.100099238708,16975.050807009724,2612677.927100663,1581.5537018431328,790.7768509215664,1.0970674427446927,0.9667797603648952,0.2374700754874536,1
Zosma02g13930.1,1760.4999999999984,1135.3662291468324,61009.0,9.72942616172914,0.2624254473161036,12.52396875512955,2355.203653614693,2356.053754221194,311.01298973152404,495.71154140686525,1135.3662291468324,2366.788617632458,60999.27057383827,5550989.292779783,1871.077076225593,935.5385381127965,1.3378038361912497,0.7962798926883417,0.24062841394903461,1
Zosma04g23740.1,1700.999999999999,1113.4883370716934,15825.0,2.812647591181642,0.23280423280423293,10.867655867380554,1744.5469325873696,1745.2816333706605,282.3718342862922,482.5262107765002,1113.4883370716934,2451.173782802351,15822.187352408819,3046007.979780961,1968.6475720258509,984.3237860129254,1.025600783414092,1.010311018787479,0.26667701872435945,1
Zosma03g06740.1,2551.5000000000036,1705.0344256129638,17382.468436175994,0.2523320394325821,0.23280423280423249,13.412875739178768,2645.3554109041756,2646.097966823616,369.62037935217734,625.8991172124025,1705.0344256129638,3583.96781473598,17382.21610413656,7001834.450028074,2958.0686975235776,1479.0343487617888,1.0367844056061815,0.9599453868065162,0.26557952617488256,1
Zosma07g02830.1,2362.749999999998,1341.5593453292754,39949.0,4.034790604211124,0.2340493069516455,13.2047580962611,2897.4030829347853,2898.2767157250096,306.51161341572293,550.6758241834476,1341.5593453292754,3173.411150184348,39944.96520939579,8400007.920913748,2622.7353260009004,1311.3676630004502,1.2262842378308274,1.0573509713080964,0.2303876737473335,1
Zosma05g03870.1,1654.5000000000005,1103.4190085631963,10927.0,1.0228063296775274,0.23088546388637043,10.64471064289467,1723.3230254366126,1724.0754040035363,246.71958087688265,498.00226639305663,1103.4190085631963,2241.266597994172,10925.977193670322,2972435.9986899565,1743.2643316011154,871.6321658005577,1.0415974768429206,0.9593343499205873,0.24663140711895007,1
Zosma03g12710.1,430.74999999999983,306.6836342008642,2505.931311160613,0.8404052807677931,0.24376088218224037,5.767628073467913,447.0152402323662,447.72648211449837,61.497324954658794,105.80925517159989,306.6836342008642,590.5797685348005,2505.090905879845,200459.00278662422,484.77051336320056,242.38525668160028,1.0377602791233114,0.8326317850011811,0.24450385392481513,1
Zosma02g04260.1,448.49999999999983,341.7180065278328,3589.806784528586,1.4214660251011275,0.24526198439241928,5.804601005715903,447.1803327517881,447.8594224865994,96.88020144645421,138.93799426894708,341.7180065278328,605.284382857192,3588.385318503485,200578.0623100303,466.3463885882449,233.17319429412245,0.997057598108781,0.7163686704314706,0.24313407385659383,1
Zosma03g17150.1,1428.249999999998,951.2889880956918,20577.000000000004,6.0709575730987195,0.24855592508314406,10.586026855596197,1629.7458390804377,1630.5115172241967,260.5156429657817,452.60017393173536,951.2889880956918,1956.172926070098,20570.929042426906,2658567.807800752,1503.5727521383626,751.7863760691813,1.141078830093079,0.8779792538205068,0.2460401560905847,1
Zosma50g00030.1,555.0000000000002,359.26788764825403,4670.46083189326,0.09434692923837515,0.26666666666666655,7.11887017233561,597.263760829334,597.9374934302593,91.78456436191243,172.29538783954033,359.26788764825403,762.5355245919974,4670.366484964021,357529.24604966136,590.240136752457,295.1200683762285,1.076150920413214,0.983144090711085,0.25494763520414687,1
Zosma03g28050.1,3435.500000000005,2420.9823249212714,54863.999999999985,0.9357821955992734,0.23344491340416207,15.447496853731174,3593.9139180008187,3594.661015798724,520.0984623287237,1000.8417015546878,2420.9823249212714,4916.931578393924,54863.064217804385,12921587.818503112,3916.089876839236,1958.044938419618,1.0461108770195935,0.8468630842803363,0.2669901379043806,1
Zosma03g25970.1,1307.2499999999995,777.2168703062297,41820.25,4.231551089199918,0.26238286479250345,10.934591182788036,1955.0458434522704,1955.9965100989969,206.04288447760626,369.44607301486076,777.2168703062297,1661.3761781746603,41816.0184489108,3825922.347519455,1291.9301051597995,645.9650525798997,1.4955409014742942,0.8133309990692961,0.23986072564283686,1
Zosma03g31360.1,683.7500000000002,443.517249325904,6026.746043411089,0.7739680551362491,0.22961608775137105,6.94196662289252,818.0369032018054,818.906692818268,107.39609890007215,175.06895789831117,443.517249325904,810.132053216374,6025.972075355953,670608.1715425531,635.0630953180628,317.5315476590314,1.19639766464615,0.8810094620443989,0.1935262434967526,1
Zosma03g26890.1,1839.0000000000016,1231.0442490714825,14259.000000000002,2.8557133996600976,0.2762370853724848,13.327254252110537,1907.9939727368114,1908.6202632420216,345.7837769428874,587.5713807742193,1231.0442490714825,2409.5190631626906,14256.144286600342,3642831.3092580433,1821.9476823884713,910.9738411942357,1.03751711404938,0.9559082884153018,0.22689267534136282,1
Zosma01g26500.1,1988.7499999999968,1392.5856998494419,14766.999999999998,0.9840347683214765,0.2659962287869269,13.332353083564511,1941.927940218174,1942.5400530592917,341.95063952734415,578.2728028945666,1392.5856998494419,2787.8498535845833,14766.015965231676,3773461.857739596,2209.5770506900167,1104.7885253450083,0.9764565381361041,0.9209882938553987,0.2592287293969337,1
Zosma01g33780.1,2320.2499999999923,1567.0507027633507,36360.99999999999,1.4869525155357266,0.24609417088675872,13.52333270749369,2747.3913081321343,2748.193583315867,335.6946189821595,661.2156639306421,1567.0507027633507,2992.3703993032545,36359.513047484455,7552567.971378505,2331.1547353726123,1165.5773676863062,1.1840927952298863,0.8224521512540399,0.23515608020804923,1
Zosma04g15900.1,1304.7500000000036,897.090665111339,19648.0,4.413477046222296,0.2521555853611796,10.40819622529073,1578.9533321159306,1579.753815478945,199.75873789967687,366.3421752740988,897.090665111339,1736.816008197472,19643.586522953778,2495622.1175202844,1370.4738329233733,685.2369164616866,1.2101577559807828,0.7745498108085945,0.24768689123349713,1
Zosma02g14850.1,965.0000000000008,667.901724202664,6041.405285682477,4.821560917484036,0.23626943005181328,8.214290025402152,953.8988415969482,954.5969015817705,175.04778617621193,306.04372966672133,667.901724202664,1295.4181727523007,6036.583724764993,911255.2445095164,989.3744430855794,494.6872215427897,0.9884962089087538,0.934370384494722,0.24885090320295336,1
Zosma04g25280.1,7410.750000000021,5103.286785220544,323898.9999999998,3.4980654084331686,0.22791215464021797,22.176030710363907,9592.671454031975,9593.618177099075,1299.927752689002,2209.9812422172736,5103.286785220544,10058.619194059484,323895.5019345914,92037509.72796579,7848.63795184221,3924.318975921105,1.2944265363197986,0.7216331422910168,0.25073601645103044,1
